ID_fishingoperation;year;quarter;month;day;vessel_CFR;vessel_name;power_hp;length_m;TRB;port_base;port_landing;ICES_rec;metier;trip_id;haul;mesh_size;speed;target_species;moon;starting_time;tacking_time;time_trawling_h;starting_lat;tacking_lat;starting_lon;tacking_lon;starting_depth;tacking_depth;ICES_div;depth_average;species;weight_catch;weight_retained;weight_discarded;number_reatined;number_discarded
DESSUR24116_7;2024;4;12;10;ESP000026018;SAIÑAS;1170.60;30.90;150.00;Cillero;Cillero;'16E2;OTB_DEF_>=55_0_0;DESSUR24116;7;70;3.7;MIXED WHITE;2;16:20;20:00;3.67;43.87;43.80;-7.73;-7.58;163;153;27.8.c;158;Lophius piscatorius;34.968;34.968;0;17.000;0
DESSUR24072_5;2024;3;8;13;ESP000026144;VIRGEN TERCERA;969.70;31.30;149.50;A Coruña;A Coruña;'15E0;OTB_DEF_>=55_0_0;DESSUR24072;5;55;3.4;MIXED WHITE;3;0:15;4:23;4.13;43.58;43.48;-8.95;-9.18;351;373;27.8.c;362;Lophius piscatorius;44.000;44.000;0;4.000;0
DESSUR24072_7;2024;3;8;13;ESP000026144;VIRGEN TERCERA;969.70;31.30;149.50;A Coruña;A Coruña;'16E1;OTB_DEF_>=55_0_0;DESSUR24072;7;55;3.3;MIXED WHITE;3;7:36;11:40;4.07;43.50;43.65;-8.90;-8.72;174;190;27.8.c;182;Lophius piscatorius;2.400;2.400;0;0;0
DESSUR24072_8;2024;3;8;13;ESP000026144;VIRGEN TERCERA;969.70;31.30;149.50;A Coruña;A Coruña;'16E1;OTB_DEF_>=55_0_0;DESSUR24072;8;55;3.3;MIXED WHITE;3;12:15;16:35;4.33;43.65;43.83;-8.72;-8.42;188;201;27.8.c;195;Lophius piscatorius;33.582;11.000;22.582;6.000;12.000
DESSUR24093_4;2024;4;10;21;ESP000026144;VIRGEN TERCERA;969.70;31.30;149.50;A Coruña;A Coruña;'16E1;OTB_DEF_>=55_0_0;DESSUR24093;4;55;3.5;FLYING SQUIDS;4;20:34;0:45;4.18;43.57;43.67;-9.05;-8.82;380;375;27.8.c;378;Lophius piscatorius;0;0;0;0;0
DESSUR24093_5;2024;4;10;22;ESP000026144;VIRGEN TERCERA;969.70;31.30;149.50;A Coruña;A Coruña;'17E1;OTB_DEF_>=55_0_0;DESSUR24093;5;55;2.8;FLYING SQUIDS;4;5:36;9:10;3.57;44.07;44.08;-8.65;-8.40;250;245;27.8.c;248;Lophius piscatorius;964;964;0;1.000;0
DESSUR24094_1;2024;4;10;23;ESP000026144;VIRGEN TERCERA;969.70;31.30;149.50;A Coruña;A Coruña;'16E0;OTB_DEF_>=55_0_0;DESSUR24094;1;55;2.8;FLYING SQUIDS;4;5:21;9:29;4.13;43.67;43.57;-8.87;-9.05;380;393;27.8.c;387;Lophius piscatorius;0;0;0;0;0
DESSUR24094_4;2024;4;10;23;ESP000026144;VIRGEN TERCERA;969.70;31.30;149.50;A Coruña;A Coruña;'16E1;OTB_DEF_>=55_0_0;DESSUR24094;4;55;3.2;FLYING SQUIDS;4;18:38;23:28;4.83;43.58;43.73;-8.95;-8.75;400;395;27.8.c;398;Lophius piscatorius;0;0;0;0;0
DESSUR24118_1;2024;4;12;16;ESP000026144;VIRGEN TERCERA;969.70;31.30;149.50;A Coruña;A Coruña;'17E1;OTB_DEF_>=55_0_0;DESSUR24118;1;70;3.3;MIXED WHITE;4;5:30;9:30;4.00;43.88;44.03;-8.43;-8.15;202;208;27.8.c;205;Lophius piscatorius;13.424;13.424;0;7.000;0
DESSUR24118_2;2024;4;12;16;ESP000026144;VIRGEN TERCERA;969.70;31.30;149.50;A Coruña;A Coruña;'17E2;OTB_DEF_>=55_0_0;DESSUR24118;2;70;3.1;MIXED WHITE;4;10:00;15:30;5.50;44.03;44.07;-8.15;-7.80;207;200;27.8.c;204;Lophius piscatorius;8.994;8.994;0;5.000;0
DESSUR24118_3;2024;4;12;16;ESP000026144;VIRGEN TERCERA;969.70;31.30;149.50;A Coruña;A Coruña;'17E1;OTB_DEF_>=55_0_0;DESSUR24118;3;70;3.1;MIXED WHITE;4;16:15;21:30;5.25;44.07;44.07;-7.80;-8.22;200;176;27.8.c;188;Lophius piscatorius;11.833;11.833;0;10.000;0
DESSUR24003_1;2024;1;1;15;ESP000026677;SEGUNDA DEL MAR;699.80;28.00;149.00;Muros;A Coruña;'16E1;OTB_DEF_>=55_0_0;DESSUR24003;1;70;3.6;MIXED WHITE;3;3:25;7:35;4.17;43.75;43.97;-8.53;-8.28;199;214;27.8.c;207;Lophius piscatorius;3.282;3.282;0;2.000;0
DESSUR24003_2;2024;1;1;15;ESP000026677;SEGUNDA DEL MAR;699.80;28.00;149.00;Muros;A Coruña;'17E2;OTB_DEF_>=55_0_0;DESSUR24003;2;70;3.2;MIXED WHITE;3;8:30;12:48;4.30;43.93;44.02;-8.28;-7.95;214;212;27.8.c;213;Lophius piscatorius;51.000;51.000;0;33.000;0
DESSUR24003_3;2024;1;1;15;ESP000026677;SEGUNDA DEL MAR;699.80;28.00;149.00;Muros;A Coruña;'16E1;OTB_DEF_>=55_0_0;DESSUR24003;3;70;3.4;MIXED WHITE;3;13:42;17:54;4.20;44.02;43.95;-7.93;-8.27;212;210;27.8.c;211;Lophius piscatorius;12.000;12.000;0;9.000;0
DESSUR24004_1;2024;1;1;16;ESP000026677;SEGUNDA DEL MAR;699.80;28.00;149.00;Muros;A Coruña;'16E1;OTB_DEF_>=55_0_0;DESSUR24004;1;70;3.4;MIXED WHITE;3;6:52;11:30;4.63;43.85;43.98;-8.38;-8.08;206;210;27.8.c;208;Lophius piscatorius;6.100;6.100;0;5.000;0
DESSUR24004_3;2024;1;1;16;ESP000026677;SEGUNDA DEL MAR;699.80;28.00;149.00;Muros;A Coruña;'16E1;OTB_DEF_>=55_0_0;DESSUR24004;3;70;3.4;MIXED WHITE;3;18:00;22:00;4.00;43.88;43.73;-8.32;-8.52;209;192;27.8.c;201;Lophius piscatorius;9.800;9.800;0;10.000;0
DESSUR24045_1;2024;2;6;3;ESP000026677;SEGUNDA DEL MAR;699.80;28.00;149.00;Muros;Muros;'14E0;OTB_DEF_>=55_0_0;DESSUR24045;1;70;3.4;MIXED WHITE;4;2:00;6:06;4.10;42.77;42.57;-9.52;-9.38;159;160;27.9.a;160;Lophius piscatorius;0;0;0;0;0
DESSUR24045_2;2024;2;6;3;ESP000026677;SEGUNDA DEL MAR;699.80;28.00;149.00;Muros;Muros;'13E0;OTB_DEF_>=55_0_0;DESSUR24045;2;70;3.3;MIXED WHITE;4;7:01;10:07;3.10;42.55;42.38;-9.35;-9.25;148;173;27.9.a;161;Lophius piscatorius;3.799;3.799;0;1.000;0
DESSUR24045_3;2024;2;6;3;ESP000026677;SEGUNDA DEL MAR;699.80;28.00;149.00;Muros;Muros;'14E0;OTB_DEF_>=55_0_0;DESSUR24045;3;70;3.2;MIXED WHITE;4;11:11;14:25;3.23;42.75;42.60;-9.22;-9.37;150;133;27.9.a;142;Lophius piscatorius;16.000;16.000;0;31.000;0
DESSUR24045_4;2024;2;6;3;ESP000026677;SEGUNDA DEL MAR;699.80;28.00;149.00;Muros;Muros;'14E0;OTB_DEF_>=55_0_0;DESSUR24045;4;70;3.3;MIXED WHITE;4;15:45;19:10;3.42;42.62;42.78;-9.37;-9.50;143;174;27.9.a;159;Lophius piscatorius;0;0;0;0;0
DESSUR24046_1;2024;2;6;4;ESP000026677;SEGUNDA DEL MAR;699.80;28.00;149.00;Muros;Muros;'15E0;OTB_DEF_>=55_0_0;DESSUR24046;1;70;3.3;MIXED WHITE;1;3:06;7:00;3.90;43.03;43.23;-9.50;-9.42;170;178;27.8.c;174;Lophius piscatorius;0;0;0;0;0
DESSUR24046_3;2024;2;6;4;ESP000026677;SEGUNDA DEL MAR;699.80;28.00;149.00;Muros;Muros;'15E1;OTB_DEF_>=55_0_0;DESSUR24046;3;70;3.8;MIXED WHITE;1;12:44;16:30;3.77;43.38;43.48;-9.08;-8.80;153;156;27.8.c;155;Lophius piscatorius;4.000;4.000;0;0;0
DESSUR24046_4;2024;2;6;4;ESP000026677;SEGUNDA DEL MAR;699.80;28.00;149.00;Muros;Muros;'16E1;OTB_DEF_>=55_0_0;DESSUR24046;4;70;3.7;MIXED WHITE;1;17:30;21:20;3.83;43.50;43.62;-8.78;-8.52;152;156;27.8.c;154;Lophius piscatorius;9.000;9.000;0;16.000;0
DESSUR24078_1;2024;3;9;2;ESP000026677;SEGUNDA DEL MAR;699.80;28.00;149.00;Muros;A Coruña;'15E1;OTB_DEF_>=55_0_0;DESSUR24078;1;;3.3;MIXED WHITE;1;1:20;5:30;4.17;43.63;43.45;-8.63;-8.90;175;156;27.8.c;166;Lophius piscatorius;5.413;5.413;0;3.000;0
DESSUR24078_2;2024;3;9;2;ESP000026677;SEGUNDA DEL MAR;699.80;28.00;149.00;Muros;A Coruña;'15E0;OTB_DEF_>=55_0_0;DESSUR24078;2;;3.3;MIXED WHITE;1;6:00;10:05;4.08;43.45;43.35;-8.88;-9.18;150;176;27.8.c;163;Lophius piscatorius;13.692;13.692;0;32.000;0
DESSUR24078_3;2024;3;9;2;ESP000026677;SEGUNDA DEL MAR;699.80;28.00;149.00;Muros;A Coruña;'15E1;OTB_DEF_>=55_0_0;DESSUR24078;3;;3.3;MIXED WHITE;1;11:00;15:00;4.00;43.38;43.50;-9.17;-8.90;170;168;27.8.c;169;Lophius piscatorius;8.027;8.027;0;4.000;0
DESSUR24079_1;2024;3;9;3;ESP000026677;SEGUNDA DEL MAR;699.80;28.00;149.00;Muros;A Coruña;'15E0;OTB_DEF_>=55_0_0;DESSUR24079;1;;3.3;MIXED WHITE;1;2:10;6:00;3.83;43.47;43.38;-8.87;-9.15;164;161;27.8.c;163;Lophius piscatorius;9.811;9.811;0;4.000;0
DESSUR24079_3;2024;3;9;3;ESP000026677;SEGUNDA DEL MAR;699.80;28.00;149.00;Muros;A Coruña;'15E0;OTB_DEF_>=55_0_0;DESSUR24079;3;;3.3;MIXED WHITE;1;13:00;16:00;3.00;43.50;43.37;-8.90;-9.18;166;174;27.8.c;170;Lophius piscatorius;0;0;0;0;0
